serial,age,amount,credit_history,credit_risk,duration,employment_duration,foreign_worker,housing,installment_rate,job,number_credits,other_debtors,other_installment_plans,people_liable,personal_status_sex,present_residence,property,purpose,savings,status,telephone,
59,41.0,3160.0,2.0,1.0,21.0,5.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,5.0,4.0,2.0,
179,34.0,1950.0,2.0,1.0,18.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,9.0,1.0,4.0,2.0,
925,26.0,3414.0,3.0,0.0,21.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,6.0,1.0,1.0,1.0,
586,34.0,2910.0,2.0,1.0,24.0,4.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,
311,65.0,930.0,4.0,1.0,12.0,5.0,2.0,2.0,4.0,3.0,4.0,1.0,3.0,2.0,3.0,4.0,1.0,3.0,5.0,4.0,1.0,
240,24.0,2569.0,2.0,1.0,39.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,4.0,1.0,
626,36.0,1872.0,4.0,1.0,6.0,1.0,2.0,3.0,4.0,4.0,3.0,1.0,3.0,2.0,3.0,4.0,4.0,2.0,1.0,1.0,2.0,
154,38.0,3512.0,2.0,1.0,24.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,0.0,2.0,2.0,2.0,
271,50.0,1236.0,2.0,1.0,6.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,4.0,1.0,
14,31.0,7582.0,3.0,1.0,48.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,10.0,2.0,2.0,2.0,
554,40.0,894.0,2.0,1.0,10.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,8.0,5.0,4.0,2.0,
285,29.0,3357.0,2.0,1.0,21.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,
679,35.0,2728.0,4.0,1.0,15.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,5.0,2.0,2.0,
478,25.0,3105.0,2.0,1.0,24.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,5.0,4.0,1.0,
392,66.0,1480.0,4.0,1.0,12.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,4.0,4.0,0.0,3.0,3.0,1.0,
180,37.0,12749.0,3.0,1.0,48.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,
353,46.0,7629.0,4.0,1.0,48.0,5.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,9.0,5.0,4.0,1.0,
680,28.0,484.0,2.0,1.0,6.0,4.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,4.0,3.0,1.0,3.0,1.0,2.0,1.0,
115,35.0,3976.0,2.0,1.0,21.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,5.0,2.0,2.0,
445,56.0,618.0,4.0,1.0,12.0,5.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,4.0,1.0,
930,25.0,14421.0,0.0,0.0,48.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,9.0,1.0,2.0,2.0,
753,32.0,1136.0,4.0,0.0,9.0,5.0,2.0,3.0,4.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,4.0,6.0,4.0,2.0,1.0,
467,30.0,2028.0,2.0,1.0,12.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,5.0,2.0,1.0,
202,40.0,7824.0,1.0,1.0,28.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,5.0,4.0,2.0,
671,23.0,2101.0,2.0,1.0,13.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,
440,40.0,3590.0,4.0,1.0,18.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,3.0,3.0,9.0,1.0,2.0,2.0,
655,38.0,6681.0,3.0,1.0,48.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,9.0,5.0,2.0,2.0,
652,38.0,368.0,2.0,1.0,6.0,5.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,5.0,2.0,1.0,
172,24.0,1228.0,2.0,0.0,12.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,
982,28.0,2169.0,3.0,0.0,18.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,9.0,1.0,4.0,2.0,
434,28.0,1887.0,4.0,1.0,18.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,9.0,5.0,2.0,1.0,
955,26.0,609.0,1.0,0.0,12.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,9.0,1.0,3.0,1.0,
130,36.0,2872.0,4.0,1.0,24.0,5.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,3.0,2.0,4.0,2.0,
329,32.0,2662.0,2.0,1.0,18.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,0.0,5.0,4.0,1.0,
573,30.0,7966.0,2.0,1.0,26.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,
984,25.0,1882.0,2.0,0.0,18.0,3.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,
653,38.0,754.0,2.0,1.0,12.0,5.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,8.0,5.0,2.0,1.0,
213,22.0,2483.0,1.0,1.0,24.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,4.0,1.0,2.0,3.0,1.0,2.0,
347,46.0,727.0,2.0,1.0,10.0,5.0,2.0,3.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,6.0,3.0,4.0,2.0,
796,61.0,1953.0,0.0,0.0,36.0,5.0,2.0,3.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,9.0,1.0,2.0,2.0,
233,45.0,8588.0,2.0,1.0,39.0,5.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,4.0,2.0,
840,26.0,1386.0,2.0,0.0,12.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,3.0,4.0,1.0,
198,28.0,1817.0,4.0,1.0,18.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,
714,41.0,1244.0,4.0,1.0,9.0,5.0,2.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,6.0,5.0,4.0,1.0,
763,29.0,5003.0,0.0,0.0,21.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,0.0,5.0,4.0,2.0,
249,25.0,2631.0,2.0,1.0,15.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,
556,26.0,2764.0,3.0,1.0,33.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,9.0,1.0,4.0,2.0,
139,39.0,932.0,4.0,1.0,6.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,8.0,5.0,2.0,1.0,
2,36.0,2799.0,4.0,1.0,9.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,
841,40.0,1977.0,2.0,0.0,36.0,5.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,6.0,5.0,1.0,2.0,
712,65.0,3394.0,4.0,1.0,42.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,5.0,1.0,1.0,1.0,
277,54.0,3568.0,2.0,1.0,15.0,5.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,
125,47.0,1213.0,2.0,1.0,15.0,5.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,
365,37.0,2279.0,2.0,1.0,12.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,2.0,
885,28.0,2631.0,2.0,0.0,15.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,0.0,2.0,2.0,2.0,
818,26.0,759.0,2.0,0.0,12.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,
493,31.0,3104.0,0.0,1.0,18.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,9.0,1.0,1.0,2.0,
638,28.0,1797.0,4.0,1.0,13.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,9.0,1.0,1.0,1.0,
48,30.0,1864.0,4.0,0.0,18.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,6.0,2.0,4.0,1.0,
274,53.0,2835.0,2.0,1.0,24.0,5.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,1.0,
936,33.0,2235.0,4.0,0.0,20.0,3.0,1.0,1.0,4.0,3.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,
804,33.0,1042.0,2.0,0.0,18.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,5.0,2.0,1.0,
470,47.0,1393.0,2.0,1.0,12.0,5.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,2.0,6.0,1.0,4.0,2.0,
68,28.0,2284.0,2.0,1.0,24.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,
64,45.0,10875.0,3.0,1.0,36.0,5.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,0.0,1.0,4.0,2.0,
597,38.0,708.0,2.0,1.0,12.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,
161,35.0,1291.0,4.0,1.0,12.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,
331,33.0,1927.0,4.0,1.0,24.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,6.0,5.0,4.0,2.0,
675,26.0,625.0,2.0,1.0,12.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,
472,25.0,999.0,2.0,1.0,24.0,5.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,5.0,4.0,1.0,
29,29.0,3556.0,2.0,1.0,15.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,0.0,5.0,4.0,1.0,
517,36.0,6967.0,3.0,1.0,24.0,4.0,2.0,1.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,9.0,2.0,2.0,2.0,
144,31.0,2406.0,4.0,1.0,9.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,1.0,
174,32.0,1552.0,2.0,1.0,24.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,4.0,1.0,
427,32.0,11760.0,3.0,1.0,39.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,6.0,2.0,2.0,2.0,
152,29.0,2171.0,2.0,1.0,12.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,
530,25.0,2238.0,4.0,1.0,18.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,1.0,
888,25.0,8065.0,4.0,0.0,36.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,6.0,1.0,1.0,2.0,
661,33.0,1414.0,2.0,1.0,8.0,3.0,1.0,2.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,
317,40.0,1559.0,1.0,1.0,24.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,9.0,1.0,4.0,2.0,
382,26.0,3599.0,2.0,1.0,21.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,
931,30.0,1056.0,4.0,0.0,18.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,0.0,1.0,2.0,1.0,
823,32.0,1938.0,2.0,0.0,24.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,
489,26.0,1076.0,2.0,1.0,12.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,9.0,1.0,4.0,2.0,
351,26.0,2069.0,4.0,1.0,10.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,1.0,3.0,2.0,5.0,4.0,1.0,
632,45.0,7882.0,2.0,1.0,42.0,4.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,
837,36.0,4165.0,0.0,0.0,18.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,9.0,1.0,4.0,1.0,
536,20.0,1967.0,2.0,1.0,24.0,5.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,
903,57.0,2225.0,3.0,0.0,36.0,5.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,4.0,0.0,1.0,2.0,2.0,
400,32.0,6078.0,2.0,1.0,12.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,0.0,1.0,2.0,1.0,
153,35.0,8858.0,4.0,1.0,48.0,4.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,4.0,1.0,5.0,4.0,2.0,
374,27.0,343.0,2.0,1.0,6.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,
322,28.0,2073.0,2.0,1.0,12.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,1.0,
736,62.0,1338.0,2.0,1.0,6.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,4.0,3.0,4.0,1.0,
844,29.0,11328.0,2.0,0.0,24.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,10.0,1.0,2.0,2.0,
543,37.0,1922.0,2.0,0.0,12.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,
360,59.0,5045.0,4.0,1.0,15.0,5.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,0.0,5.0,4.0,2.0,
599,39.0,2522.0,2.0,1.0,30.0,5.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,
969,23.0,1845.0,2.0,0.0,45.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,
194,54.0,2255.0,2.0,1.0,24.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,0.0,5.0,4.0,1.0,
740,31.0,6148.0,0.0,1.0,20.0,5.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,
474,33.0,2186.0,2.0,1.0,15.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,5.0,4.0,1.0,
291,37.0,3565.0,4.0,1.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,6.0,5.0,4.0,1.0,
375,34.0,1591.0,3.0,1.0,21.0,4.0,2.0,2.0,4.0,4.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,1.0,
342,22.0,3632.0,1.0,1.0,24.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,
579,23.0,4281.0,4.0,0.0,33.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,
952,28.0,939.0,4.0,0.0,12.0,4.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,0.0,3.0,3.0,2.0,
558,33.0,1474.0,2.0,1.0,12.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,
593,23.0,6229.0,4.0,0.0,36.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,2.0,
250,26.0,5248.0,2.0,1.0,21.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,5.0,4.0,1.0,
339,32.0,2848.0,2.0,1.0,10.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,
206,33.0,4439.0,2.0,1.0,18.0,5.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,9.0,1.0,2.0,2.0,
994,33.0,3966.0,4.0,0.0,18.0,5.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0,2.0,
754,28.0,4113.0,2.0,0.0,24.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,1.0,
325,31.0,1546.0,2.0,1.0,10.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,4.0,1.0,
549,22.0,1007.0,2.0,1.0,12.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,0.0,4.0,2.0,1.0,
981,22.0,2039.0,2.0,0.0,24.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,2.0,
402,39.0,1037.0,2.0,1.0,12.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,1.0,9.0,2.0,2.0,1.0,
783,57.0,14318.0,2.0,0.0,36.0,5.0,2.0,3.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,0.0,1.0,2.0,2.0,
452,39.0,2212.0,2.0,1.0,20.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,2.0,5.0,1.0,2.0,
155,26.0,1158.0,2.0,1.0,12.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,
98,30.0,4455.0,3.0,0.0,36.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,9.0,1.0,2.0,2.0,
362,22.0,1858.0,2.0,1.0,12.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,
719,27.0,1924.0,2.0,0.0,18.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,5.0,2.0,1.0,
165,23.0,392.0,2.0,1.0,15.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,6.0,1.0,3.0,2.0,
730,27.0,9157.0,3.0,1.0,60.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,5.0,2.0,1.0,
725,27.0,4020.0,2.0,1.0,24.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,
615,29.0,6579.0,2.0,1.0,24.0,1.0,2.0,3.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,
866,39.0,1271.0,4.0,0.0,15.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,3.0,2.0,
425,46.0,1829.0,4.0,1.0,15.0,5.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,1.0,4.0,2.0,
78,60.0,1940.0,4.0,1.0,24.0,5.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,1.0,0.0,4.0,4.0,2.0,
436,36.0,846.0,3.0,1.0,7.0,5.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,1.0,
634,30.0,3959.0,2.0,1.0,36.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,
261,27.0,2708.0,2.0,1.0,15.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,4.0,1.0,
100,41.0,5954.0,4.0,1.0,42.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,9.0,1.0,2.0,1.0,
496,26.0,1311.0,2.0,1.0,24.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,
959,26.0,4280.0,0.0,0.0,30.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,9.0,2.0,2.0,1.0,
199,35.0,2141.0,2.0,1.0,12.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,4.0,3.0,2.0,4.0,1.0,
15,23.0,1936.0,2.0,1.0,18.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,3.0,5.0,1.0,1.0,
299,19.0,983.0,2.0,1.0,12.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,4.0,2.0,1.0,
767,25.0,4933.0,4.0,0.0,39.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,
812,36.0,7297.0,2.0,0.0,60.0,5.0,2.0,1.0,4.0,3.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,9.0,1.0,1.0,1.0,
486,27.0,1185.0,4.0,1.0,12.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,9.0,1.0,4.0,1.0,
572,35.0,9055.0,2.0,1.0,36.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,6.0,5.0,4.0,2.0,
968,26.0,1345.0,2.0,0.0,18.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,
414,44.0,2375.0,3.0,1.0,24.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,9.0,3.0,4.0,2.0,
450,66.0,790.0,2.0,1.0,9.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,
119,52.0,936.0,4.0,1.0,9.0,5.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,6.0,3.0,4.0,2.0,
751,30.0,2862.0,3.0,1.0,36.0,5.0,2.0,3.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,0.0,2.0,2.0,1.0,
279,28.0,3660.0,2.0,1.0,24.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,
518,37.0,1819.0,2.0,0.0,36.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,6.0,1.0,4.0,2.0,
950,33.0,797.0,4.0,0.0,12.0,5.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,5.0,4.0,1.0,
872,25.0,7855.0,4.0,0.0,36.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,4.0,2.0,
999,52.0,6468.0,2.0,0.0,12.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,3.0,1.0,4.0,3.0,5.0,2.0,2.0,
35,36.0,1721.0,2.0,1.0,15.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,
312,38.0,2751.0,4.0,1.0,48.0,5.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,5.0,4.0,2.0,
807,28.0,2278.0,0.0,0.0,18.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,0.0,2.0,2.0,1.0,
784,24.0,433.0,1.0,0.0,6.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,4.0,2.0,1.0,
